"","camis","dba","boro","zipcode","cuisine_description","score","grade","rodent_list","roach_list","total.list","white.list","black.list","asian.list","multi.list","other.list","mean_income.list","median_income.list","cuisine_group_factor"
"8545","40374268","VICTORIA PIZZA","BROOKLYN","11229","Pizza",12,"A",FALSE,FALSE,81030,0.723300012,0.041219301,0.203665309,0.010267802,0.021547575,67981,51725,"Pizza"
"8661","40374395","EL CARIBE","BROOKLYN","11234","Italian",13,"A",FALSE,FALSE,94259,0.462024846,0.452731304,0.04102526,0.014311631,0.029906958,84530,68431,"Italian"
"8670","40374415","OMEN JAPANESE CUISINE","MANHATTAN","10012","Japanese",7,"A",FALSE,FALSE,26145,0.753145917,0.022566456,0.165959074,0.029795372,0.02853318,136376,86594,"Asian"
"8710","40374460","MCDONALD'S","QUEENS","11367","Hamburgers",8,"A",FALSE,FALSE,41022,0.565355175,0.094047097,0.226220077,0.036516991,0.07786066,73125,56608,"American"
"8723","40374507","MCDONALD'S","BROOKLYN","11201","Hamburgers",8,"A",FALSE,FALSE,54668,0.663678935,0.128320041,0.090034389,0.05054145,0.067425185,151188,95369,"American"
"8796","40374834","CASA BELLA","MANHATTAN","10013","Italian",8,"A",FALSE,FALSE,26065,0.561212354,0.036063687,0.342106273,0.04331479,0.017302897,207336,83725,"Italian"
"8914","40375286","LA VILLA DE PIZZA & RESTAURANT","QUEENS","11414","Pizza",9,"A",FALSE,FALSE,28094,0.842065922,0.040471275,0.024773973,0.037801666,0.054887165,84024,66790,"Pizza"
"8929","40375369","OZONE PIZZERIA","QUEENS","11417","Pizza/Italian",13,"A",TRUE,FALSE,31004,0.400206425,0.076957812,0.282576442,0.067120372,0.17313895,76485,62086,"Italian"
"8947","40375371","PONTICELLO RESTAURANT","QUEENS","11103","Italian",10,"A",FALSE,FALSE,37745,0.772314214,0.027023447,0.128652802,0.026122665,0.045886872,69034,55129,"Italian"
"9035","40375616","ARTURO'S","MANHATTAN","10028","Italian",12,"A",FALSE,FALSE,44295,0.890664861,0.015396772,0.06388983,0.01943786,0.010610678,193882,104638,"Italian"
"9076","40375699","GENE'S RESTURANT","MANHATTAN","10011","Italian",11,"A",FALSE,FALSE,52167,0.779860832,0.041213794,0.097341231,0.043418253,0.03816589,191483,104238,"Italian"
"9093","40375819","MARIA RISTORANTE","BROOKLYN","11235","Italian",13,"A",FALSE,FALSE,74630,0.812555273,0.029974541,0.127066863,0.014457993,0.01594533,64292,41639,"Italian"
"9156","40375899","NERON'S PIZZA","QUEENS","11427","Pizza",7,"A",FALSE,FALSE,24877,0.272339912,0.246171162,0.352333481,0.045905857,0.083249588,85446,70108,"Pizza"
"9295","40376121","CHARLIE'S MOM CHINESE RESTAURANT","MANHATTAN","10011","Chinese",12,"A",FALSE,FALSE,52167,0.779860832,0.041213794,0.097341231,0.043418253,0.03816589,191483,104238,"Chinese"
"9328","40376142","LUSARDI'S RESTAURANT","MANHATTAN","10075","Italian",4,"A",FALSE,FALSE,24849,0.884904825,0.014487505,0.058271963,0.018109381,0.024226327,189081,102941,"Italian"
"9359","40376204","PORTOFINO","QUEENS","11375","Italian",8,"A",FALSE,FALSE,69757,0.651117451,0.028713964,0.247932107,0.024886391,0.047350087,94345,72000,"Italian"
"9435","40376495","MARCO POLO RISTORANTE","BROOKLYN","11231","Italian",7,"A",FALSE,FALSE,34137,0.644989308,0.124000352,0.055599496,0.040513226,0.134897618,109631,78174,"Italian"
"9580","40376718","PJ BERNSTEIN DELI & RESTAURANT","MANHATTAN","10021","Delicatessen",16,"B",TRUE,FALSE,40862,0.885003181,0.019235476,0.074543586,0.013729137,0.00748862,208019,107907,"Sandwiches"
"9693","40376944","TOMOE SUSHI","MANHATTAN","10012","Japanese",17,"Z",FALSE,FALSE,26145,0.753145917,0.022566456,0.165959074,0.029795372,0.02853318,136376,86594,"Asian"
"9821","40377243","JOHN & JOE PIZZERIA & RESTAURANT","BRONX","10462","Pizza/Italian",12,"A",FALSE,FALSE,77369,0.230557458,0.279194509,0.120539234,0.033411315,0.336297483,55062,45864,"Italian"
"9851","40377262","SUNSET PIZZERIA","STATEN ISLAND","10309","Pizza/Italian",13,"A",FALSE,FALSE,32646,0.915058506,0.025056669,0.037493108,0.011027385,0.011364333,105948,86297,"Italian"
"9864","40377294","MCDONALD'S","QUEENS","11385","Hamburgers",7,"A",FALSE,FALSE,99379,0.818009841,0.019843226,0.068767043,0.01860554,0.074774349,64260,50799,"American"
"9943","40377385","NAPOLI PIZZA","QUEENS","11365","Italian",13,"A",FALSE,FALSE,41924,0.37610915,0.056793245,0.450982731,0.030793817,0.085321057,71148,55492,"Italian"
"9975","40377506","VESUVIO RESTAURANT & PIZZA","BROOKLYN","11209","Pizza/Italian",9,"A",FALSE,FALSE,72623,0.771188191,0.023312174,0.125814136,0.023835424,0.055850075,82258,58261,"Italian"
"9995","40377560","WESTERN BAKERY","QUEENS","11413","Caribbean",12,"A",FALSE,FALSE,40385,0.03115018,0.916998886,0.01512938,0.017234122,0.019487433,89814,78667,"Latin/Spanish"
"10194","40378190","NARITA JAPANESE RESTAURANT","QUEENS","11375","Japanese",11,"A",TRUE,FALSE,69757,0.651117451,0.028713964,0.247932107,0.024886391,0.047350087,94345,72000,"Asian"
"10224","40378212","CUCHIFRITO","MANHATTAN","10029","Mexican",12,"A",FALSE,FALSE,77454,0.350633925,0.303302605,0.089175511,0.028184471,0.228703489,61307,31888,"Latin/Spanish"
"10254","40378328","RED ROSE","BROOKLYN","11231","Italian",12,"A",FALSE,FALSE,34137,0.644989308,0.124000352,0.055599496,0.040513226,0.134897618,109631,78174,"Italian"
"10268","40378347","TONY'S PIZZA","BRONX","10459","Pizza",19,"B",FALSE,FALSE,47977,0.132104967,0.304500073,0.00621131,0.039393876,0.517789774,35421,24461,"Pizza"
"10313","40378383","FIORENTINO RISTORANTE","BROOKLYN","11223","Italian",26,"Z",FALSE,FALSE,74606,0.664504195,0.039272981,0.236817414,0.017183605,0.042221805,60488,41328,"Italian"
"10367","40378571","IL CANTINORI RESTAURAUNT","MANHATTAN","10003","Italian",12,"A",FALSE,FALSE,57310,0.775955331,0.041196999,0.134444251,0.029767929,0.018635491,146769,92540,"Italian"
"10464","40378729","KANG SUH KOREAN RESTAURANT","MANHATTAN","10001","Korean",11,"A",FALSE,FALSE,21966,0.63475371,0.107575344,0.175452973,0.049075844,0.033142129,157557,81671,"Asian"
"10633","40378970","CAESAR'S PALACE","MANHATTAN","10024","Pizza",10,"A",FALSE,FALSE,59164,0.809884389,0.067929822,0.060188628,0.044030153,0.017967007,194424,109956,"Pizza"
"10644","40379026","FLAMINGO","QUEENS","11372","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,"A",FALSE,FALSE,63320,0.615240051,0.022109918,0.18780796,0.031285534,0.143556538,62316,48683,"Latin/Spanish"
"10653","40379149","MONTE'S","MANHATTAN","10012","Italian",15,"B",TRUE,FALSE,26145,0.753145917,0.022566456,0.165959074,0.029795372,0.02853318,136376,86594,"Italian"
"10787","40379628","HASAKI RESTAURANT","MANHATTAN","10003","Japanese",9,"A",TRUE,FALSE,57310,0.775955331,0.041196999,0.134444251,0.029767929,0.018635491,146769,92540,"Asian"
"10807","40379662","MEZZALUNA","MANHATTAN","10021","Italian",8,"A",FALSE,FALSE,40862,0.885003181,0.019235476,0.074543586,0.013729137,0.00748862,208019,107907,"Italian"
"10832","40379746","RESTUARANT NIPPON","MANHATTAN","10022","Japanese",11,"A",TRUE,FALSE,29618,0.852961037,0.020730637,0.097980958,0.013944223,0.014383145,214340,109019,"Asian"
"10882","40379897","MCDONALD'S","MANHATTAN","10036","Hamburgers",5,"A",FALSE,FALSE,23132,0.662848003,0.07980287,0.166565796,0.034713816,0.056069514,106275,66599,"American"
"11015","40380164","CUCHIFRITOS","BRONX","10468","Spanish",7,"A",FALSE,FALSE,71822,0.131881596,0.236376041,0.038038484,0.040196597,0.553507282,43327,33776,"Latin/Spanish"
"11102","40380422","CARLOS PIZZA","QUEENS","11379","Pizza",12,"A",FALSE,FALSE,35822,0.862737982,0.015269946,0.083524091,0.008542237,0.029925744,83856,69843,"Pizza"
"11149","40380457","ARRIBA ARRIBA","MANHATTAN","10019","Mexican",9,"A",FALSE,FALSE,38394,0.726181174,0.065765484,0.134005313,0.026332239,0.047715789,135288,84424,"Latin/Spanish"
"11161","40380464","GEIDO RESTAURANT","BROOKLYN","11217","Japanese",13,"A",TRUE,FALSE,38787,0.548379612,0.208471911,0.065588986,0.043803336,0.133756155,117480,81862,"Asian"
"11304","40380628","PISA PIZZERIA","QUEENS","11385","Pizza/Italian",10,"A",TRUE,FALSE,99379,0.818009841,0.019843226,0.068767043,0.01860554,0.074774349,64260,50799,"Italian"
"11328","40380648","PORTO BELLO RESTAURANT","MANHATTAN","10012","Italian",13,"A",FALSE,FALSE,26145,0.753145917,0.022566456,0.165959074,0.029795372,0.02853318,136376,86594,"Italian"
"11411","40380996","SMILING PIZZA","BROOKLYN","11215","Pizza",5,"A",FALSE,TRUE,68891,0.740836974,0.047785632,0.074683195,0.049309779,0.087384419,132302,95654,"Pizza"
"11496","40381344","NINA'S RESTAURANT PIZZERIA","BROOKLYN","11222","Pizza/Italian",13,"A",FALSE,FALSE,34186,0.839583455,0.018545603,0.056836132,0.025302756,0.059732054,79763,63739,"Italian"
"11532","40381420","VILLAGE YOKOCHO","MANHATTAN","10003","Japanese",7,"A",FALSE,FALSE,57310,0.775955331,0.041196999,0.134444251,0.029767929,0.018635491,146769,92540,"Asian"
"11605","40381595","PIETROS","MANHATTAN","10017","Italian",11,"A",FALSE,FALSE,16129,0.766259533,0.023870048,0.183582367,0.018972038,0.007316015,157023,100652,"Italian"
"11641","40381720","MISS LILY'S 7A","MANHATTAN","10009","Caribbean",12,"A",FALSE,FALSE,62810,0.597675529,0.071580958,0.152682694,0.032733641,0.145327177,85508,59929,"Latin/Spanish"
"11689","40381797","ROSA MEXICANO","MANHATTAN","10022","Mexican",11,"A",TRUE,FALSE,29618,0.852961037,0.020730637,0.097980958,0.013944223,0.014383145,214340,109019,"Latin/Spanish"
"11857","40382421","MCDONALD'S","BROOKLYN","11232","Hamburgers",7,"A",FALSE,FALSE,28824,0.401158757,0.060817374,0.143456842,0.04652373,0.348043297,57917,43595,"American"
"11899","40382652","TOMMY'S PIZZA","BRONX","10465","Pizza",9,"A",FALSE,FALSE,44862,0.639004057,0.103807231,0.032455084,0.029891668,0.19484196,80849,65450,"Pizza"
"11952","40382876","LA FE RESTAURANT","BROOKLYN","11232","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9,"A",FALSE,FALSE,28824,0.401158757,0.060817374,0.143456842,0.04652373,0.348043297,57917,43595,"Latin/Spanish"
"11964","40382877","OCEAN DRAGON RESTAURANT","MANHATTAN","10019","Chinese",12,"A",TRUE,FALSE,38394,0.726181174,0.065765484,0.134005313,0.026332239,0.047715789,135288,84424,"Chinese"
"12057","40383009","CHA CHA'S BACKYARD GARDEN BAR & CAFE","MANHATTAN","10013","Italian",12,"A",FALSE,FALSE,26065,0.561212354,0.036063687,0.342106273,0.04331479,0.017302897,207336,83725,"Italian"
"12167","40383044","PIZZA WAGON","BROOKLYN","11209","Pizza",4,"A",FALSE,FALSE,72623,0.771188191,0.023312174,0.125814136,0.023835424,0.055850075,82258,58261,"Pizza"
"12234","40383147","IL TOSCANO RISTORANTE","QUEENS","11363","Italian",9,"A",FALSE,FALSE,7354,0.569757955,0.008430786,0.342262714,0.01958118,0.059967365,123731,90799,"Italian"
"12258","40383262","SISTINA RESTAURANT","MANHATTAN","10028","Italian",12,"A",FALSE,FALSE,44295,0.890664861,0.015396772,0.06388983,0.01943786,0.010610678,193882,104638,"Italian"
"12286","40383281","GABY'S PIZZA","QUEENS","11423","Pizza",8,"A",FALSE,FALSE,31625,0.161075099,0.409549407,0.244521739,0.067003953,0.117849802,81033,60892,"Pizza"
"12317","40383284","VERDI RESTAURANT","QUEENS","11357","Italian",10,"A",FALSE,FALSE,40872,0.764924643,0.003254061,0.182496575,0.023463496,0.025861225,89578,71978,"Italian"
"12393","40383496","THE GROTTO","MANHATTAN","10004","Pizza",11,"A",FALSE,FALSE,2807,0.79836124,0.035625223,0.137513359,0.021375134,0.007125045,206142,129313,"Pizza"
"12415","40383506","TONY'S PIZZERIA","BROOKLYN","11213","Pizza/Italian",9,"A",FALSE,FALSE,62059,0.201034499,0.693549687,0.015581946,0.016000902,0.073832965,46913,34794,"Italian"
"12456","40383609","REAL MADRID RESTAURANT","STATEN ISLAND","10303","Spanish",8,"A",FALSE,FALSE,24537,0.397399845,0.364143946,0.071157843,0.043118556,0.12417981,65878,51537,"Latin/Spanish"
"12493","40383737","CANLON'S RESTAURANT","STATEN ISLAND","10306","Italian",7,"A",FALSE,FALSE,55902,0.879288755,0.030821795,0.053808451,0.011842152,0.024238847,93591,75807,"Italian"
"12624","40383836","BARONE PIZZA","QUEENS","11354","Pizza",5,"A",FALSE,FALSE,56258,0.265046749,0.037363575,0.580664083,0.0338263,0.083099293,63705,46566,"Pizza"
"12670","40383945","PIZZA D'ORO","STATEN ISLAND","10314","Pizza",12,"A",FALSE,FALSE,87276,0.774840735,0.042611944,0.13909895,0.011721435,0.031726935,91434,77242,"Pizza"
"12690","40384036","MCDONALD'S","BROOKLYN","11207","Hamburgers",12,"A",FALSE,FALSE,92491,0.143116628,0.666053994,0.01137408,0.018185553,0.161269745,45365,32945,"American"
"12736","40384115","PHIL & SONS RESTAURANT & PIZZERIA","QUEENS","11355","Pizza/Italian",12,"A",FALSE,FALSE,83221,0.165847563,0.029451701,0.705783396,0.028262097,0.070655243,57510,41884,"Italian"
"12761","40384188","LA MELA RESTAURANT","MANHATTAN","10013","Italian",10,"A",FALSE,FALSE,26065,0.561212354,0.036063687,0.342106273,0.04331479,0.017302897,207336,83725,"Italian"
"12836","40384421","FRANKIE & JOHNNIES STEAKHOUSE","MANHATTAN","10036","Steak",12,"A",FALSE,FALSE,23132,0.662848003,0.07980287,0.166565796,0.034713816,0.056069514,106275,66599,"American"
"12863","40384441","SANCHO'S RESTAURANT","BROOKLYN","11209","Spanish",13,"A",FALSE,FALSE,72623,0.771188191,0.023312174,0.125814136,0.023835424,0.055850075,82258,58261,"Latin/Spanish"
"12871","40384458","DREAM PIZZA","QUEENS","11368","Pizza",7,"A",FALSE,FALSE,107962,0.455669587,0.119393861,0.113456587,0.026907616,0.28457235,57070,45964,"Pizza"
"12973","40384575","WHITE CASTLE","BROOKLYN","11207","Hamburgers",5,"A",FALSE,FALSE,92491,0.143116628,0.666053994,0.01137408,0.018185553,0.161269745,45365,32945,"American"
"12986","40384662","J & R PIZZA","BROOKLYN","11229","Pizza",12,"A",TRUE,FALSE,81030,0.723300012,0.041219301,0.203665309,0.010267802,0.021547575,67981,51725,"Pizza"
"13062","40384757","MISHIMA RESTAURANT","MANHATTAN","10016","Japanese",10,"A",FALSE,FALSE,51196,0.748906165,0.032912728,0.155480897,0.023380733,0.039319478,155107,105324,"Asian"
"13145","40384961","ROCCO'S CALAMARI","BROOKLYN","11219","Italian",14,"B",FALSE,TRUE,96971,0.651246249,0.012044838,0.264243949,0.005609925,0.066855039,50967,34316,"Italian"
"13188","40385065","CAROL'S CAFE","STATEN ISLAND","10304","Italian",13,"A",FALSE,FALSE,43084,0.475234426,0.291686009,0.108439328,0.029802247,0.094837991,77659,53168,"Italian"
"13414","40385580","LATTANZI","MANHATTAN","10036","Italian",12,"A",TRUE,FALSE,23132,0.662848003,0.07980287,0.166565796,0.034713816,0.056069514,106275,66599,"Italian"
"13421","40385584","PIZZA GARDEN","QUEENS","11358","Pizza",9,"A",TRUE,FALSE,38317,0.465720176,0.019286479,0.42320641,0.022078973,0.069707963,83862,65722,"Pizza"
"13453","40385606","SUSHIDEN","MANHATTAN","10017","Japanese",12,"A",FALSE,FALSE,16129,0.766259533,0.023870048,0.183582367,0.018972038,0.007316015,157023,100652,"Asian"
"13542","40385693","SALUMERIA BEILLESE/ BIRICCHINO REST","MANHATTAN","10001","Italian",9,"A",FALSE,FALSE,21966,0.63475371,0.107575344,0.175452973,0.049075844,0.033142129,157557,81671,"Italian"
"13650","40385852","SAM'S PLACE","MANHATTAN","10016","Italian",12,"A",TRUE,FALSE,51196,0.748906165,0.032912728,0.155480897,0.023380733,0.039319478,155107,105324,"Italian"
"13691","40385873","RAY'S PIZZA","MANHATTAN","10019","Pizza",12,"A",FALSE,FALSE,38394,0.726181174,0.065765484,0.134005313,0.026332239,0.047715789,135288,84424,"Pizza"
"13710","40385885","HUNTER'S STEAK & ALE HOUSE","BROOKLYN","11209","Steak",3,"A",FALSE,FALSE,72623,0.771188191,0.023312174,0.125814136,0.023835424,0.055850075,82258,58261,"American"
"13747","40385955","LJUBO'S PIZZERIA","BRONX","10461","Pizza/Italian",9,"A",FALSE,FALSE,51730,0.506069979,0.073168374,0.105026097,0.037212449,0.278523101,67093,52347,"Italian"
"13794","40386001","PRIMOLA RESTAURANT","MANHATTAN","10065","Italian",17,"B",FALSE,FALSE,32797,0.86337165,0.026984175,0.085952984,0.016830808,0.006860384,214581,115519,"Italian"
"13841","40386058","ARIRANG HIBACHI STEAK HOUSE","STATEN ISLAND","10308","Japanese",10,"A",FALSE,FALSE,28939,0.956183697,0.00158955,0.031065344,0.004975984,0.006185425,105080,88075,"Asian"
"13868","40386062","WENDY'S","BRONX","10469","Hamburgers",9,"A",FALSE,FALSE,71843,0.197012931,0.551911808,0.03886252,0.030316106,0.181896636,69599,57776,"American"
"13977","40386278","VENICE PIZZA","BRONX","10462","Pizza",8,"A",FALSE,FALSE,77369,0.230557458,0.279194509,0.120539234,0.033411315,0.336297483,55062,45864,"Pizza"
"13994","40386303","PIZZA PLUS","BROOKLYN","11215","Pizza",7,"A",FALSE,FALSE,68891,0.740836974,0.047785632,0.074683195,0.049309779,0.087384419,132302,95654,"Pizza"
"14119","40386481","CHINA GRILL","MANHATTAN","10019","Asian",7,"A",FALSE,FALSE,38394,0.726181174,0.065765484,0.134005313,0.026332239,0.047715789,135288,84424,"Asian"
"14164","40386515","KARAVAS PIZZA N PITA","MANHATTAN","10014","Pizza",7,"A",FALSE,FALSE,30597,0.878877014,0.020819035,0.061901494,0.023662451,0.014740007,170750,108483,"Pizza"
"14200","40386528","ERIN'S ISLE","QUEENS","11357","Italian",9,"A",FALSE,FALSE,40872,0.764924643,0.003254061,0.182496575,0.023463496,0.025861225,89578,71978,"Italian"
"14282","40386569","SAL AND CARMINE PIZZA","MANHATTAN","10025","Pizza",7,"A",FALSE,FALSE,97390,0.657213266,0.153794024,0.093284731,0.031009344,0.064698634,119878,68516,"Pizza"
"14315","40386612","WHITE CASTLE","QUEENS","11361","Hamburgers",13,"A",FALSE,FALSE,30597,0.534823676,0.024937085,0.336176749,0.036637579,0.067424911,89065,75335,"American"
"14324","40386616","ROCCO'S PIZZERIA","BROOKLYN","11209","Pizza/Italian",13,"A",FALSE,FALSE,72623,0.771188191,0.023312174,0.125814136,0.023835424,0.055850075,82258,58261,"Italian"
"14375","40386672","FRANK'S SOUP BOWL","BRONX","10469","Caribbean",12,"A",TRUE,FALSE,71843,0.197012931,0.551911808,0.03886252,0.030316106,0.181896636,69599,57776,"Latin/Spanish"
"14427","40386722","SANREMO PIZZA","QUEENS","11385","Pizza",12,"A",TRUE,FALSE,99379,0.818009841,0.019843226,0.068767043,0.01860554,0.074774349,64260,50799,"Pizza"
"14470","40386747","ARNO RISTORANTE","MANHATTAN","10018","Italian",9,"A",FALSE,FALSE,7021,0.587523145,0.066229882,0.255234297,0.025637374,0.065375303,139891,104635,"Italian"
"14524","40386837","WHITE CASTLE","BROOKLYN","11208","Hamburgers",12,"A",FALSE,FALSE,93107,0.330254438,0.519885723,0.047923357,0.016615292,0.08532119,45630,35079,"American"
"14530","40386927","EL AZTECA MEXICAN RESTAURANT","MANHATTAN","10019","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",15,"Z",TRUE,FALSE,38394,0.726181174,0.065765484,0.134005313,0.026332239,0.047715789,135288,84424,"Latin/Spanish"
"14607","40386976","LUPE'S EAST L.A. KITCHEN","MANHATTAN","10013","Mexican",2,"A",FALSE,FALSE,26065,0.561212354,0.036063687,0.342106273,0.04331479,0.017302897,207336,83725,"Latin/Spanish"
"14621","40386999","DUE","MANHATTAN","10075","Italian",12,"A",FALSE,FALSE,24849,0.884904825,0.014487505,0.058271963,0.018109381,0.024226327,189081,102941,"Italian"
"14645","40387086","PELLEGRINO'S","MANHATTAN","10013","Italian",23,"B",FALSE,FALSE,26065,0.561212354,0.036063687,0.342106273,0.04331479,0.017302897,207336,83725,"Italian"
"14667","40387143","WHITE CASTLE","BRONX","10472","Hamburgers",5,"A",FALSE,FALSE,68898,0.149583442,0.304885483,0.059740486,0.093326367,0.392464222,43093,30288,"American"
"14678","40387162","DA UMBERTO RESTAURANT","MANHATTAN","10011","Italian",7,"A",FALSE,FALSE,52167,0.779860832,0.041213794,0.097341231,0.043418253,0.03816589,191483,104238,"Italian"
"14710","40387178","WHITE CASTLE","BRONX","10458","Hamburgers",5,"A",FALSE,FALSE,74859,0.208418493,0.220267436,0.035894148,0.040916924,0.494502999,39384,24618,"American"
"14871","40387339","UNO CHICAGO GRILL","MANHATTAN","10024","Pizza/Italian",12,"A",TRUE,FALSE,59164,0.809884389,0.067929822,0.060188628,0.044030153,0.017967007,194424,109956,"Italian"
"14930","40387399","ARTURO'S PIZZA","BRONX","10463","Pizza",12,"A",FALSE,FALSE,70420,0.443851179,0.150255609,0.037446748,0.045299631,0.323146833,76188,54258,"Pizza"
"14977","40387418","TAL BAGELS DELI","MANHATTAN","10022","Delicatessen",13,"A",FALSE,FALSE,29618,0.852961037,0.020730637,0.097980958,0.013944223,0.014383145,214340,109019,"Sandwiches"
"15012","40387428","NOSTRAND ISLAND EATERY","BROOKLYN","11226","Caribbean",10,"A",FALSE,TRUE,98325,0.095601322,0.76058988,0.032972286,0.023574879,0.087261632,54348,40734,"Latin/Spanish"
"15019","40387477","VENICE RESTAURANT","BRONX","10455","Italian",11,"A",FALSE,FALSE,38576,0.180397138,0.320613853,0.002799668,0.03007051,0.46611883,32350,22609,"Italian"
